EXPECTED_PACE,SUM_ORTG_30,SUM_DRTG_30,SUM_EFG_30,SUM_FT_RATE_30,SUM_PTS_30,SUM_PTS_10,PACE_X_EFG,TOTAL,GAME_DATE,HOME_TEAM,AWAY_TEAM
100.75411111111111,216.06231344813503,211.40238476871292,1.0516504755089549,0.3882377070303274,217.0,209.14285714285717,105.95810885948208,235,2021-11-07,NYK,CLE
103.03347222222223,200.16792391586395,211.64347010576654,0.9987363294184968,0.2973474063629373,206.88888888888889,208.42857142857142,102.90327185446488,193,2021-11-07,OKC,SAS
103.188,217.29158245145533,215.49607545202343,1.081464178621816,0.3423347903060041,223.92222222222222,220.42857142857144,111.59412566362795,185,2021-11-07,SAC,IND
103.38111111111111,213.12685471038367,209.66324580378944,1.039647886867923,0.3886945001826069,219.44444444444446,217.14285714285717,107.47995370872464,195,2021-11-07,WAS,MIL
100.14377777777779,211.4027547791254,202.3033769421894,1.0330552167303422,0.33016753589616926,209.9,211.85714285714286,103.45405205641745,219,2021-11-07,TOR,BKN
100.34700000000001,212.2230559673339,210.7940146410429,1.0416451271428264,0.39685968502499264,212.9,213.71428571428572,104.52596357340121,207,2021-11-07,ORL,UTA
103.85400000000001,211.80018163817866,211.45904065768826,1.0385330965421598,0.3178221624613722,219.575,216.42857142857144,107.85581620828947,226,2021-11-07,LAC,CHA
104.25347222222223,208.15603957821924,200.99518694601804,1.0691298844217834,0.3420464113257412,216.56944444444446,212.14285714285714,111.46050270751405,227,2021-11-07,GSW,HOU
100.19855555555554,215.61459318754578,204.22682549885806,1.0662417900105734,0.40241495031570906,213.98888888888888,213.85714285714286,106.83588723202942,213,2021-11-08,CHI,BKN
100.2128888888889,202.80047496253616,219.11641681573929,0.9768658947450757,0.33149295716000443,203.17777777777778,206.0,97.89455336943331,200,2021-11-08,DAL,NOP
105.46909090909091,211.86967741383262,217.55584551040653,1.0456556750308685,0.31368087499932057,223.55454545454546,217.57142857142856,110.28435344943749,249,2021-11-08,LAL,CHA
99.70333333333333,212.24332554996445,201.12194039104597,1.061542451672361,0.3189513232706034,212.33333333333334,210.14285714285714,105.8393209065733,209,2021-11-08,DEN,MIA
