Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
216,Sam Merrill,29,CLE,SG,40,28,1035,13.9,.669,.797,.132,2.6,7.1,4.9,11.8,1.1,0.5,8.5,17.1,2.3,0.6,2.9,.134,1.6,-1.1,0.5,0.7,,merrisa01
217,Keon Ellis,26,2TM,SG,55,5,1034,10.0,.547,.683,.140,2.3,7.4,4.8,5.9,3.1,3.4,9.3,12.7,0.2,0.9,1.1,.050,-2.4,1.7,-0.7,0.4,,elliske01
217,Keon Ellis,26,SAC,SG,43,5,758,9.2,.536,.689,.153,2.1,6.1,4.0,4.6,2.9,2.6,8.6,13.7,0.0,0.4,0.4,.024,-2.8,0.8,-2.0,0.0,,elliske01
217,Keon Ellis,26,CLE,SG,12,0,276,12.3,.593,.661,.089,2.8,11.1,6.9,9.6,3.5,5.4,12.1,10.0,0.2,0.5,0.7,.120,-1.2,4.4,3.2,0.4,,elliske01
218,Joel Embiid,31,PHI,C,33,33,1029,25.0,.606,.220,.470,7.0,19.9,13.3,22.5,1.0,3.2,11.9,33.8,2.4,1.0,3.5,.162,5.1,-0.4,4.6,1.7,,embiijo01
219,Will Riley,19,WAS,SF,55,4,1009,11.9,.542,.385,.278,4.7,9.6,7.1,12.5,1.6,0.4,12.6,19.7,0.2,0.0,0.2,.011,-2.1,-2.4,-4.5,-0.6,,rileywi01
220,Ja'Kobe Walter,21,TOR,SG,53,11,1007,10.4,.565,.634,.208,4.1,9.8,6.9,7.5,2.5,0.8,8.7,14.2,0.7,1.3,2.0,.094,-2.6,1.1,-1.6,0.1,,walteja01
221,Jaylin Williams,23,OKC,PF,50,10,1006,13.1,.572,.714,.275,3.0,25.3,14.6,16.8,1.3,3.2,15.8,15.8,0.7,2.2,2.9,.139,-0.7,2.6,1.9,1.0,,willija07
222,Kris Murray,25,POR,SF,41,15,1000,9.4,.533,.429,.214,7.6,9.4,8.5,6.2,2.0,1.5,12.9,10.7,0.5,0.8,1.3,.064,-2.6,0.5,-2.0,0.0,,murrakr01
223,Caleb Love,24,POR,SG,45,1,999,11.1,.500,.598,.101,2.6,9.8,6.2,18.5,1.3,0.4,10.7,23.0,0.0,0.5,0.5,.025,-1.1,-1.8,-2.9,-0.2,,loveca01
224,Craig Porter Jr.,25,CLE,PG,56,2,994,13.8,.512,.355,.156,8.2,12.4,10.3,23.3,2.6,3.0,17.4,12.6,1.1,1.3,2.4,.117,0.0,2.2,2.2,1.1,,portecr01
225,Danny Wolf,21,BRK,PF,49,8,994,12.8,.521,.477,.223,5.7,21.7,13.3,17.7,1.3,2.4,12.6,20.5,0.1,0.8,0.8,.040,-1.8,-0.4,-2.2,0.0,,wolfda01
226,Yves Missi,21,NOP,C,53,8,992,15.1,.555,.004,.326,15.7,15.8,15.8,8.0,0.9,7.2,13.2,12.7,1.3,0.7,2.0,.098,-1.4,-0.7,-2.1,0.0,,missiyv01
227,Jordan Clarkson,33,NYK,SG,55,1,988,10.6,.539,.465,.184,4.5,5.7,5.1,9.8,1.1,0.8,10.6,21.5,0.3,0.8,1.1,.054,-2.3,-1.6,-4.0,-0.5,,clarkjo01
228,Daniel Gafford,27,DAL,C,46,36,987,17.5,.674,.000,.445,11.3,21.0,16.3,6.8,1.7,5.1,16.3,14.9,1.7,1.6,3.2,.156,-1.3,1.7,0.4,0.6,,gaffoda01
229,Jordan Walsh,21,BOS,PF,56,20,984,13.4,.630,.438,.212,8.5,17.3,13.0,5.6,2.1,2.5,11.9,11.9,1.6,1.5,3.1,.152,-1.5,1.4,-0.1,0.5,,walshjo01
230,Miles McBride,25,NYK,SG,35,14,981,13.5,.592,.671,.119,2.5,7.8,5.1,13.7,1.5,0.6,6.8,17.7,1.7,0.9,2.7,.130,1.3,0.1,1.3,0.8,,mcbrimi01
231,Simone Fontecchio,30,MIA,SF,58,5,975,12.9,.553,.702,.220,4.7,14.2,9.4,11.6,1.5,0.8,9.0,19.8,0.8,1.2,2.0,.097,0.0,0.0,0.0,0.5,,fontesi01
232,Baylor Scheierman,25,BOS,SG,59,16,971,11.4,.619,.717,.082,4.0,17.0,10.6,9.5,1.7,0.5,12.0,11.5,1.3,1.3,2.6,.127,-1.3,1.6,0.2,0.6,,scheiba01
233,Mouhamed Gueye,23,ATL,PF,61,5,958,11.7,.530,.426,.227,8.2,17.0,12.6,7.3,2.5,2.9,10.1,12.9,0.5,1.4,1.9,.094,-3.1,0.9,-2.1,0.0,,gueyemo02
234,Jalen Smith,25,CHI,C,47,15,955,17.3,.607,.538,.230,9.5,26.3,18.1,9.0,1.1,3.4,10.3,19.3,1.3,1.1,2.4,.122,0.6,-0.7,-0.1,0.5,,smithja04
235,Giannis Antetokounmpo,31,MIL,PF,33,33,955,33.3,.670,.079,.614,10.7,27.4,19.1,38.4,1.6,2.4,13.6,36.4,3.9,1.2,5.0,.253,8.1,2.2,10.2,3.0,AS,antetgi01
236,Jaxson Hayes,25,LAL,C,54,8,954,17.7,.758,.010,.471,10.5,15.9,13.3,7.4,1.1,3.2,9.1,12.5,3.0,0.8,3.8,.191,0.5,0.0,0.5,0.6,,hayesja02
237,Jarred Vanderbilt,26,LAL,PF,53,3,954,11.1,.546,.418,.234,9.0,20.9,15.1,9.0,2.3,1.8,18.1,12.4,0.3,1.2,1.5,.075,-2.5,0.7,-1.8,0.1,,vandeja01
238,Coby White,25,2TM,SG,35,26,953,14.6,.578,.519,.391,0.9,12.6,6.9,25.4,1.1,0.2,15.4,27.8,0.5,0.5,1.0,.048,-0.9,-2.2,-3.0,-0.3,,whiteco01
238,Coby White,25,CHI,SG,29,26,843,14.4,.586,.529,.392,0.9,12.6,6.8,24.2,1.1,0.2,16.0,27.4,0.3,0.4,0.7,.041,-1.0,-2.3,-3.3,-0.3,,whiteco01
238,Coby White,25,CHO,SG,6,0,110,16.3,.528,.450,.383,1.0,13.1,7.2,34.7,1.3,0.0,11.4,30.4,0.2,0.1,0.2,.106,0.0,-1.1,-1.1,0.0,,whiteco01
239,Andre Drummond,32,PHI,C,48,24,937,16.5,.549,.259,.286,18.1,30.0,23.9,6.8,1.5,3.8,14.1,15.1,1.2,1.4,2.6,.132,-0.5,-0.6,-1.1,0.2,,drumman01
240,Gradey Dick,22,TOR,SG,61,1,933,10.6,.541,.508,.243,4.5,11.5,7.9,6.0,2.0,0.6,9.1,17.7,0.3,1.1,1.4,.070,-3.1,-0.3,-3.4,-0.3,,dickgr01
241,Daniss Jenkins,24,DET,PG,54,8,923,12.2,.504,.357,.247,3.7,7.9,5.9,23.4,2.3,1.0,14.4,21.1,0.2,1.3,1.4,.073,-1.8,0.2,-1.6,0.1,,jenkida01
242,Adem Bona,22,PHI,C,54,6,922,12.6,.646,.032,.539,11.4,16.0,13.6,3.3,1.1,6.8,18.1,10.7,1.1,1.1,2.1,.110,-3.3,0.4,-2.9,-0.2,,bonaad01
243,Marvin Bagley III,26,2TM,PF,46,9,918,20.5,.654,.076,.395,13.9,19.0,16.5,10.7,1.2,3.2,12.2,19.1,2.3,0.6,2.8,.147,1.7,-1.2,0.5,0.6,,baglema01
243,Marvin Bagley III,26,WAS,PF,38,8,731,20.7,.667,.077,.394,13.9,17.5,15.7,11.8,1.3,3.3,13.2,19.0,1.9,0.3,2.2,.145,1.9,-1.1,0.8,0.5,,baglema01
243,Marvin Bagley III,26,DAL,PF,8,1,187,19.8,.607,.074,.397,13.9,24.8,19.5,6.6,0.8,3.1,8.1,19.5,0.4,0.2,0.6,.155,0.7,-1.4,-0.7,0.1,,baglema01
244,Hugo González,19,BOS,SF,59,3,916,10.3,.550,.472,.113,6.6,17.9,12.3,5.1,2.0,1.9,12.6,12.0,0.4,1.4,1.8,.096,-3.2,1.4,-1.8,0.0,,gonzahu01
245,Nolan Traoré,19,BRK,PG,41,18,916,7.8,.487,.369,.191,1.4,7.2,4.2,25.5,1.5,1.4,19.7,20.5,-1.2,0.3,-0.9,-0.045,-4.7,-2.1,-6.8,-1.1,,traorno01
246,Isaiah Hartenstein,27,OKC,C,36,35,914,19.7,.645,.024,.376,14.1,24.8,19.7,19.4,1.9,3.0,19.2,16.7,2.0,2.1,4.2,.218,1.0,2.8,3.8,1.3,,harteis01
247,Gui Santos,23,GSW,PF,52,16,907,14.2,.619,.513,.218,6.5,16.2,11.3,15.2,2.2,1.9,17.1,17.0,0.8,1.2,2.0,.106,-0.8,1.1,0.3,0.5,,santogu01
248,Landry Shamet,28,NYK,SG,40,9,905,12.8,.628,.718,.227,2.2,6.5,4.3,9.2,1.2,0.9,6.7,16.1,1.7,0.8,2.4,.130,0.8,0.3,1.1,0.7,,shamela01
249,Tyus Jones,29,3TM,PG,58,10,905,8.2,.442,.631,.040,1.2,6.6,3.9,21.0,1.9,0.3,9.8,10.5,0.2,0.8,1.0,.053,-3.0,0.6,-2.4,-0.1,,jonesty01
249,Tyus Jones,29,ORL,PG,48,8,754,8.5,.448,.646,.038,1.3,6.5,3.9,19.8,2.1,0.4,8.0,9.8,0.3,0.7,1.1,.067,-2.8,1.1,-1.7,0.1,,jonesty01
249,Tyus Jones,29,DAL,PG,8,2,133,8.8,.444,.559,.059,0.8,6.2,3.6,29.5,1.1,0.0,12.5,12.6,0.0,0.1,0.1,.035,-3.1,-1.3,-4.4,-0.1,,jonesty01
249,Tyus Jones,29,DEN,PG,2,0,18,-8.9,.250,.667,.000,0.0,12.1,6.3,6.7,0.0,0.0,33.3,21.8,-0.1,0.0,-0.1,-0.369,-12.6,-7.7,-20.3,-0.1,,jonesty01
250,Mitchell Robinson,27,NYK,C,47,14,904,19.9,.655,.000,.585,24.5,24.3,24.4,6.2,2.1,5.7,14.0,10.1,2.5,1.8,4.3,.228,1.6,1.2,2.8,1.1,,robinmi01
251,Drake Powell,20,BRK,SG,47,9,894,7.9,.549,.511,.258,1.9,8.8,5.1,11.6,1.3,0.7,15.6,14.7,-0.1,0.3,0.2,.009,-4.3,-1.2,-5.6,-0.8,,poweldr01
252,Al Horford,39,GSW,C,41,10,894,15.1,.566,.634,.090,5.0,20.4,12.6,16.8,1.6,4.7,11.5,16.1,0.9,1.3,2.2,.118,0.5,1.5,2.0,0.9,,horfoal01
253,Franz Wagner,24,ORL,SF,28,26,891,19.7,.591,.269,.407,5.0,15.1,10.0,18.4,1.6,0.9,8.7,26.3,1.8,1.0,2.8,.150,2.9,0.0,2.9,1.1,,wagnefr01
254,Christian Braun,24,DEN,SG,28,28,886,11.5,.577,.355,.303,6.3,10.5,8.5,12.5,0.9,0.9,11.5,14.6,1.1,0.4,1.5,.080,-0.8,-1.1,-1.9,0.0,,braunch01
255,Bryce McGowens,23,NOP,SG,42,13,880,11.8,.610,.392,.401,1.5,9.5,5.4,9.5,1.5,1.0,5.7,14.0,1.5,0.3,1.7,.094,-2.0,-1.0,-3.0,-0.2,,mcgowbr01
256,Jordan Miller,26,LAC,SF,42,0,880,15.9,.640,.299,.496,4.8,11.6,8.3,13.9,1.8,0.8,12.9,17.9,1.7,0.6,2.3,.126,0.7,-0.2,0.5,0.5,,millejo02
257,Caris LeVert,31,DET,SG,45,0,869,10.7,.521,.477,.221,1.8,8.2,5.0,18.1,2.2,3.3,16.3,17.8,-0.1,1.3,1.2,.064,-2.1,1.4,-0.6,0.3,,leverca01
258,Jared McCain,21,2TM,SG,50,1,867,11.3,.543,.523,.130,2.2,11.8,7.0,12.2,1.7,0.2,11.0,20.2,0.1,0.9,0.9,.052,-1.8,-0.6,-2.5,-0.1,,mccaija01
258,Jared McCain,21,PHI,SG,37,1,620,9.5,.506,.515,.108,1.0,12.5,6.7,14.2,1.7,0.3,11.0,18.6,-0.2,0.5,0.3,.024,-2.9,-0.9,-3.8,-0.3,,mccaija01
258,Jared McCain,21,OKC,SG,13,0,247,15.7,.614,.539,.174,5.0,10.1,7.7,7.3,1.8,0.0,10.8,24.3,0.2,0.4,0.6,.122,0.9,-0.1,0.8,0.2,,mccaija01
259,Corey Kispert,26,2TM,SF,43,8,867,13.3,.618,.599,.239,2.3,10.9,6.5,12.0,0.8,0.7,9.5,18.2,1.2,0.3,1.4,.080,0.3,-1.9,-1.7,0.1,,kispeco01
259,Corey Kispert,26,WAS,SF,19,2,370,14.2,.649,.639,.286,1.7,11.1,6.3,12.3,1.0,0.7,9.5,16.7,0.7,0.0,0.7,.085,1.0,-2.1,-1.1,0.1,,kispeco01
259,Corey Kispert,26,ATL,SF,24,6,497,12.7,.597,.574,.211,2.8,10.7,6.7,11.7,0.6,0.7,9.6,19.3,0.5,0.3,0.8,.076,-0.3,-1.8,-2.1,0.0,,kispeco01
260,Darius Garland,26,2TM,PG,29,27,865,15.5,.565,.440,.202,1.8,7.5,4.7,33.8,1.2,0.3,15.5,26.1,0.9,0.5,1.4,.080,0.9,-2.5,-1.7,0.1,,garlada01
260,Darius Garland,26,CLE,PG,26,26,792,15.6,.567,.435,.210,1.7,7.1,4.4,33.5,1.3,0.4,15.1,25.6,0.9,0.5,1.4,.088,1.0,-2.5,-1.5,0.1,,garlada01
260,Darius Garland,26,LAC,PG,3,1,73,13.5,.546,.487,.128,3.3,12.3,8.0,37.0,0.7,0.0,19.5,31.1,0.0,0.0,0.0,-0.004,-0.2,-3.2,-3.4,0.0,,garlada01
261,Jericho Sims,27,MIL,C,49,9,861,11.8,.822,.000,.271,11.1,20.6,15.9,8.4,0.6,1.5,28.6,8.6,1.4,0.6,2.0,.109,-2.6,-0.7,-3.3,-0.3,,simsje01
262,GG Jackson II,21,MEM,PF,42,16,844,15.5,.599,.393,.286,4.5,18.6,11.5,9.9,1.6,3.7,13.1,21.4,0.4,1.0,1.4,.078,-0.4,-0.4,-0.8,0.3,,jacksgg01
263,Luka Garza,27,BOS,C,54,4,835,19.8,.677,.349,.369,16.4,11.5,13.9,8.6,1.2,2.9,10.2,16.7,3.0,1.0,3.9,.227,2.1,0.2,2.3,0.9,,garzalu01
264,Mike Conley,38,MIN,PG,46,9,831,8.9,.494,.757,.260,2.0,8.4,5.3,19.1,1.5,1.3,12.0,11.4,0.7,0.8,1.5,.085,-2.5,0.7,-1.8,0.0,,conlemi01
265,Derrick Jones Jr.,28,LAC,SF,31,26,824,14.2,.624,.431,.272,4.7,7.7,6.2,6.9,1.6,3.7,8.3,16.2,1.3,0.6,1.9,.110,0.1,-0.1,0.0,0.4,,jonesde02
266,Paul George,35,PHI,PF,27,27,824,15.6,.556,.489,.215,1.8,17.1,9.3,18.2,2.4,1.5,10.2,22.2,0.7,0.9,1.7,.097,0.5,0.3,0.9,0.6,,georgpa01
267,Vince Williams Jr.,25,2TM,PG,40,12,820,10.8,.478,.606,.171,5.1,15.3,10.2,27.3,1.7,1.8,18.2,19.4,-0.3,0.7,0.4,.022,-1.5,0.6,-1.0,0.2,,willivi01
267,Vince Williams Jr.,25,MEM,PG,34,12,736,10.9,.478,.602,.174,5.0,15.0,10.0,27.5,1.7,1.8,18.1,19.6,-0.3,0.7,0.4,.025,-1.5,0.7,-0.8,0.2,,willivi01
267,Vince Williams Jr.,25,UTA,SG,6,0,84,9.9,.470,.643,.143,6.4,18.5,12.3,25.5,1.1,2.3,19.0,18.1,0.0,0.0,0.0,-0.010,-1.9,-0.5,-2.3,0.0,,willivi01
268,Caleb Martin,30,DAL,SF,55,12,819,9.5,.529,.291,.318,3.4,14.1,8.9,12.5,2.3,1.3,15.3,12.4,0.0,1.0,1.0,.058,-4.1,1.9,-2.2,0.0,,martica02
269,Bones Hyland,25,MIN,PG,55,3,816,14.5,.587,.619,.165,2.7,9.8,6.3,23.8,1.8,1.2,12.4,19.6,1.3,0.9,2.1,.126,0.4,0.3,0.7,0.6,,hylanbo01
270,Jordan Poole,26,NOP,PG,33,6,808,12.0,.538,.647,.262,1.1,8.3,4.6,18.0,1.2,1.4,12.2,25.0,0.2,0.2,0.3,.020,-0.5,-2.5,-3.0,-0.2,,poolejo01
271,Cam Thomas,24,2TM,SG,37,8,808,13.2,.534,.370,.356,1.5,8.2,4.8,21.1,0.4,0.4,11.6,30.7,-0.2,0.0,-0.2,-0.010,-0.6,-4.1,-4.7,-0.5,,thomaca02
271,Cam Thomas,24,BRK,SG,24,8,582,12.4,.527,.380,.351,1.7,7.1,4.3,22.2,0.3,0.3,11.9,30.2,-0.2,0.0,-0.2,-0.016,-0.7,-4.3,-5.1,-0.4,,thomaca02
271,Cam Thomas,24,MIL,SG,13,0,226,15.2,.551,.344,.368,1.0,10.8,5.9,18.2,0.4,0.4,11.0,31.9,0.0,0.0,0.0,.005,-0.3,-3.4,-3.8,-0.1,,thomaca02
272,Nae'Qwan Tomlin,25,CLE,PF,50,2,804,13.0,.532,.362,.206,9.2,10.8,10.0,7.0,2.1,3.4,6.3,15.6,0.9,1.0,1.8,.110,-2.3,0.5,-1.8,0.0,,tomlina01
273,Pat Spencer,29,GSW,PG,47,12,799,12.4,.521,.365,.151,4.7,9.6,7.1,28.5,2.1,0.3,16.2,18.3,0.5,0.7,1.2,.074,-1.6,0.0,-1.5,0.1,,spencpa01
274,Alex Caruso,31,OKC,SG,43,0,794,13.2,.544,.595,.169,3.3,12.0,7.8,14.3,3.6,1.7,13.0,15.9,0.3,1.7,2.0,.124,-1.2,3.3,2.1,0.8,,carusal01
275,Ochai Agbaji,25,2TM,SG,52,13,794,8.2,.512,.425,.145,5.4,11.2,8.2,6.9,1.2,1.9,9.9,13.7,0.0,0.7,0.8,.047,-3.9,-0.3,-4.3,-0.5,,agbajoc01
275,Ochai Agbaji,25,TOR,SG,42,13,650,7.5,.495,.382,.171,5.6,10.9,8.2,6.1,1.3,1.6,9.4,13.3,0.0,0.7,0.7,.048,-4.8,-0.1,-4.9,-0.5,,agbajoc01
275,Ochai Agbaji,25,BRK,SG,10,0,144,11.3,.579,.591,.045,4.6,12.7,8.5,10.8,0.7,3.2,11.8,15.4,0.1,0.1,0.1,.042,0.1,-1.5,-1.4,0.0,,agbajoc01
276,Keegan Murray,25,SAC,PF,23,22,793,11.7,.499,.373,.163,4.5,14.4,9.3,6.9,1.5,4.1,7.7,18.6,-0.2,0.4,0.2,.010,-2.1,-1.1,-3.2,-0.3,,murrake02
277,T.J. McConnell,33,IND,PG,47,1,792,20.1,.558,.110,.057,2.5,11.8,7.0,48.2,3.0,0.9,12.7,24.0,1.1,0.7,1.9,.113,1.6,0.5,2.1,0.8,,mccontj01
278,Nikola Jović,22,MIA,PF,45,1,791,9.8,.485,.531,.331,3.2,16.4,9.8,16.5,1.5,1.9,15.7,21.2,-0.8,1.1,0.2,.015,-3.2,0.2,-3.0,-0.2,,jovicni01
279,Ryan Nembhard,22,DAL,PG,43,17,782,10.6,.505,.358,.071,1.1,9.2,5.3,35.9,0.8,0.1,18.3,18.2,0.0,0.5,0.4,.027,-2.3,-1.8,-4.1,-0.4,,nembhry01
280,Taylor Hendricks,22,2TM,PF,45,8,778,11.6,.577,.500,.224,6.5,15.3,10.8,7.5,1.6,2.0,11.8,15.4,0.4,0.4,0.8,.052,-1.5,-1.5,-3.0,-0.2,,hendrta01
280,Taylor Hendricks,22,UTA,PF,33,6,492,10.3,.574,.547,.250,6.3,15.8,11.0,6.5,1.2,1.6,12.3,13.6,0.3,0.1,0.4,.036,-1.7,-1.8,-3.5,-0.2,,hendrta01
280,Taylor Hendricks,22,MEM,PF,12,2,286,13.9,.581,.442,.192,6.8,14.3,10.6,9.1,2.2,2.6,11.0,18.4,0.2,0.3,0.5,.080,-1.1,-1.1,-2.2,0.0,,hendrta01
281,Buddy Hield,33,2TM,SG,45,3,773,12.4,.560,.651,.113,3.6,11.8,7.7,12.5,2.3,1.1,12.0,19.7,0.2,0.9,1.0,.063,-1.1,0.0,-1.1,0.2,,hieldbu01
281,Buddy Hield,33,GSW,SG,44,3,768,12.6,.562,.650,.113,3.7,11.9,7.7,12.6,2.3,1.1,11.8,19.7,0.2,0.9,1.1,.066,-1.0,0.1,-1.0,0.2,,hieldbu01
281,Buddy Hield,33,ATL,SG,1,0,5,-16.5,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,16.7,0.0,0.0,0.0,-0.469,-17.4,-8.7,-26.1,0.0,,hieldbu01
282,Gary Payton II,33,GSW,SG,56,1,769,15.8,.590,.355,.058,10.0,16.2,13.1,17.7,2.5,2.0,15.5,18.4,0.8,1.1,1.8,.113,-0.5,1.2,0.6,0.5,,paytoga02
283,De'Anthony Melton,27,GSW,PG,34,10,768,13.8,.523,.467,.237,3.0,11.4,7.1,16.0,3.4,1.7,12.1,26.0,-0.4,1.1,0.7,.045,-2.9,0.5,-2.5,-0.1,,meltode01
284,Jalen Williams,24,OKC,SG,26,26,755,18.8,.555,.175,.279,2.5,14.3,8.7,28.7,2.1,1.2,10.9,26.4,0.9,1.4,2.4,.150,1.0,1.0,2.0,0.8,,willija06
285,Robert Williams,28,POR,C,45,1,753,23.3,.758,.102,.226,13.9,29.4,21.5,9.8,2.0,8.0,15.7,13.0,2.0,1.4,3.4,.218,2.8,2.5,5.3,1.4,,williro04
286,Rayan Rupert,21,2TM,SG,54,1,743,6.8,.470,.467,.133,4.4,13.1,8.7,7.1,2.5,0.5,13.8,13.1,-0.4,0.7,0.3,.019,-5.5,0.4,-5.1,-0.6,,ruperra01
286,Rayan Rupert,21,POR,SG,48,0,577,5.8,.447,.483,.095,4.2,12.0,8.0,7.8,2.4,0.3,15.5,12.7,-0.5,0.5,0.0,.004,-5.8,0.6,-5.2,-0.5,,ruperra01
286,Rayan Rupert,21,MEM,SG,6,1,166,10.2,.535,.417,.250,5.2,16.9,11.1,4.9,2.9,1.1,8.6,14.6,0.0,0.2,0.3,.072,-4.7,-0.1,-4.8,-0.1,,ruperra01
287,Tyrese Martin,26,2TM,SG,41,6,741,10.6,.505,.601,.097,4.9,12.7,8.6,15.8,1.5,0.6,11.7,18.6,-0.1,0.3,0.2,.012,-1.6,-1.6,-3.3,-0.2,,martity01
287,Tyrese Martin,26,BRK,SG,37,6,696,10.9,.507,.596,.102,5.1,13.0,8.8,15.5,1.6,0.5,11.0,18.7,-0.1,0.3,0.2,.016,-1.4,-1.6,-3.0,-0.2,,martity01
287,Tyrese Martin,26,PHI,SG,4,0,45,5.4,.462,.692,.000,2.4,7.5,4.9,21.1,0.0,2.1,23.5,16.0,-0.1,0.0,-0.1,-0.054,-4.7,-2.4,-7.1,-0.1,,martity01
288,Jakob Poeltl,30,TOR,C,29,27,737,17.2,.705,.000,.350,11.4,21.8,16.5,11.7,1.7,2.5,16.7,14.2,1.5,1.1,2.7,.173,-0.1,1.5,1.4,0.6,,poeltja01
289,Steven Adams,32,HOU,C,32,11,730,15.9,.535,.000,.583,22.4,19.6,20.9,8.4,1.5,2.5,16.7,12.1,1.1,1.0,2.1,.140,-0.1,-0.4,-0.6,0.3,,adamsst01
290,Lonzo Ball,28,CLE,PG,35,3,728,9.5,.432,.835,.119,3.9,17.2,10.5,22.8,3.0,1.2,21.9,13.6,-0.4,1.1,0.7,.045,-2.9,1.8,-1.1,0.2,,balllo01
291,Jaylen Clark,24,MIN,SG,56,0,727,9.4,.510,.420,.335,7.2,8.0,7.6,5.4,2.6,1.0,8.6,12.8,0.3,0.9,1.2,.079,-3.8,0.8,-3.0,-0.2,,clarkja02
292,Goga Bitadze,26,ORL,C,47,2,726,20.9,.715,.067,.406,14.5,21.3,17.9,11.2,2.0,6.3,11.4,12.8,2.2,1.3,3.5,.234,1.2,2.4,3.6,1.0,,bitadgo01
293,Karlo Matković,24,NOP,PF,52,2,725,17.1,.714,.375,.174,8.5,18.9,13.6,8.7,1.3,6.1,12.8,13.0,1.6,0.7,2.2,.148,0.5,0.5,0.9,0.5,,matkoka01
294,Jonas Valančiūnas,33,DEN,C,52,5,722,20.9,.626,.061,.352,13.3,27.2,20.5,13.6,1.0,3.9,14.8,25.4,1.3,0.9,2.2,.148,-0.1,-0.6,-0.7,0.2,,valanjo01
295,Jalen Pickett,26,DEN,SG,42,18,722,10.6,.539,.550,.064,3.0,13.2,8.3,18.7,0.9,0.5,12.3,14.3,0.6,0.4,0.9,.061,-1.0,-1.1,-2.1,0.0,,pickeja02
296,John Konchar,29,2TM,SG,42,4,714,11.5,.529,.583,.174,5.7,14.9,10.3,11.1,3.7,3.2,15.7,8.5,0.3,0.9,1.3,.086,-2.3,3.1,0.8,0.5,,konchjo01
296,John Konchar,29,MEM,SG,30,1,435,12.9,.619,.549,.183,5.0,17.9,11.4,11.8,3.4,2.8,15.4,8.7,0.4,0.7,1.1,.122,-1.2,3.6,2.5,0.5,,konchjo01
296,John Konchar,29,UTA,SG,12,3,279,9.3,.382,.636,.159,6.9,10.3,8.6,10.1,4.2,3.9,16.0,8.3,-0.1,0.3,0.2,.029,-4.1,2.2,-1.8,0.0,,konchjo01
297,Isaiah Jackson,24,2TM,C,44,14,709,16.0,.621,.005,.452,13.9,22.2,17.9,7.3,2.0,4.2,17.1,16.1,0.8,0.9,1.7,.117,-2.7,0.5,-2.2,0.0,,jacksis01
297,Isaiah Jackson,24,IND,C,38,14,638,15.3,.615,.006,.448,14.1,22.0,17.9,7.1,1.9,3.9,17.9,15.9,0.7,0.8,1.4,.109,-3.0,0.3,-2.8,-0.1,,jacksis01
297,Isaiah Jackson,24,LAC,C,6,0,71,22.1,.669,.000,.476,11.9,23.8,18.0,9.2,2.8,6.7,10.6,17.8,0.2,0.1,0.3,.198,0.7,2.4,3.1,0.1,,jacksis01
298,Guerschon Yabusele,30,2TM,C,54,11,704,10.7,.529,.633,.186,6.5,19.7,13.1,9.1,1.1,1.5,11.2,16.2,0.2,0.7,1.0,.066,-1.8,-0.5,-2.3,0.0,,yabusgu01
298,Guerschon Yabusele,30,NYK,C,41,0,366,8.6,.499,.636,.112,7.2,19.2,13.1,6.4,0.8,1.4,11.8,14.8,0.0,0.4,0.4,.056,-3.1,-0.6,-3.7,-0.2,,yabusgu01
298,Guerschon Yabusele,30,CHI,C,13,11,338,13.1,.556,.632,.254,5.8,20.2,13.1,12.1,1.4,1.5,10.6,17.7,0.2,0.3,0.5,.076,-0.3,-0.4,-0.7,0.1,,yabusgu01
299,Micah Peavy,24,NOP,SG,50,1,703,8.1,.439,.400,.076,5.8,8.6,7.2,8.9,2.1,0.8,5.7,14.6,-0.2,0.3,0.1,.010,-4.5,-1.1,-5.6,-0.6,,peavymi01
300,Kenrich Williams,31,OKC,PF,44,2,697,14.5,.599,.454,.179,7.0,15.2,11.3,12.2,1.7,0.7,12.1,17.4,0.9,1.2,2.1,.143,0.5,0.5,1.0,0.5,,willike04
301,Clint Capela,31,HOU,C,57,1,689,17.7,.527,.000,.298,18.8,22.0,20.4,6.6,2.0,6.1,12.2,13.5,0.9,1.3,2.2,.153,-0.4,0.7,0.3,0.4,,capelca01
302,Josh Green,25,CHO,SG,41,0,683,11.1,.670,.734,.182,5.9,7.6,6.8,7.8,1.8,0.7,13.9,11.1,1.1,0.6,1.6,.113,-0.7,0.7,0.0,0.3,,greenjo02
303,Dwight Powell,34,DAL,C,48,8,674,12.0,.693,.040,1.093,10.9,17.3,14.2,8.3,1.6,2.1,21.3,8.8,1.1,0.8,1.9,.134,-3.1,1.5,-1.6,0.1,,poweldw01
304,Jaden Ivey,23,2TM,SG,37,5,670,13.1,.571,.523,.184,4.0,10.9,7.4,14.2,1.6,2.0,12.9,19.6,0.5,0.8,1.3,.096,-0.2,0.1,-0.1,0.3,,iveyja01
304,Jaden Ivey,23,DET,SG,33,2,555,12.8,.570,.514,.173,3.8,10.5,7.2,13.2,1.3,2.2,12.9,20.2,0.4,0.7,1.1,.092,-0.1,0.0,-0.1,0.3,,iveyja01
